,Nr1d1_pred_lower,Nr1d1_pred_median,Nr1d1_pred_upper,Cry1_pred_lower,Cry1_pred_median,Cry1_pred_upper,Bmal1_pred_lower,Bmal1_pred_median,Bmal1_pred_upper
20.03030303030303,1.8835192169279968,1.9705658266521213,2.0618183098251115,2.7452312426331527,2.8574633195339847,2.9747536893407145,4.904054223719468,5.146012075109007,5.399767235143555
20.282828282828284,1.9106696706509545,1.998971035265719,2.091538899932684,2.7739810277960086,2.8873884694709155,3.0059071776708732,4.868163063712131,5.108350105162977,5.360248114636782
20.535353535353536,1.939320002938804,2.028945439148227,2.1229013512221417,2.807582838678548,2.9223640083529068,3.0423183583900193,4.824517213422464,5.062550841457308,5.312190442027002
20.78787878787879,1.969170480499402,2.060175452870146,2.155577556826163,2.845918985272532,2.9622674347030733,3.0838597017000193,4.773440558529073,5.008954149649481,5.255950842097602
21.04040404040404,1.9998759982229704,2.092300022331355,2.1891897430391447,2.8888080895456802,3.006909955291116,3.1303346649700314,4.7153527089262015,4.948000342485665,5.19199133987015
21.292929292929294,2.03105133478789,2.1249161232540765,2.2233162224330467,2.936006120284607,3.056037562283291,3.1814788141002768,4.6507637359123395,4.880224657330999,5.120873565815991
21.545454545454547,2.062277218637525,2.1575851074980803,2.2574980340562143,2.98720844816021,3.1093331723241238,3.236962050406697,4.580267469700903,4.806250222990629,5.0432513758639885
21.7979797979798,2.093107101312022,2.18983978942118,2.2912463579473363,3.042052894773781,3.1664198002353303,3.2963919145907727,4.504533464639221,4.726779628506011,4.959862004445476
22.050505050505052,2.123074522277187,2.2211921510727732,2.324050577139211,3.10012373236918,3.2268647222464564,3.3593179208583996,4.424297762212559,4.6425852304209725,4.8715158938016145
22.303030303030305,2.1517009385628203,2.251141533677954,2.355386848472115,3.1609565745362858,3.2901845666427976,3.425236856523763,4.340352602374164,4.55449835648594,4.779085365311156
22.555555555555557,2.1785038838965973,2.279183173844763,2.384727034093664,3.2240440828682444,3.355851253725397,3.4935989657870246,4.25353525162531,4.463397582534112,4.683492318287286
22.80808080808081,2.20300531574945,2.3048169363672524,2.4115478386583966,3.2888424004370953,3.4232986923036157,3.5638149210979955,4.16471613126103,4.370196274994636,4.585695158199288
23.060606060606062,2.2247400049062604,2.327556091519156,2.435339993078227,3.35477821036466,3.4919301268384575,3.63526347187784,4.074786441037707,4.2758296039326185,4.486675169312174
23.313131313131315,2.2432638209100872,2.346935983408907,2.45561732428954,3.421256306907421,3.561126018052771,3.707299648604885,3.984645482003012,4.181241240408647,4.387422556079281
23.565656565656568,2.258161768023556,2.3625224373219993,2.471925551920716,3.487667557534806,3.6302523305196623,3.779263390583886,3.8951878872099726,4.087369957177598,4.288922383107736
23.81818181818182,2.2690556301870735,2.3739197579900084,2.4838506569430505,3.5533971276159018,3.6986690935954454,3.8504884582798122,3.807290970429655,3.9951363532079207,4.192140645050093
24.070707070707073,2.275611089765516,2.380778177329285,2.491026674297519,3.6178328346600463,3.7657390972029647,3.9203114860372086,3.7218024007574773,3.9054299201735887,4.0980106953316735
24.323232323232325,2.2775441935550056,2.382800619273442,2.493142770991485,3.680373496664016,3.830836581480575,3.988081028413417,3.63952840521612,3.8190966629931298,4.007420256245619
24.575757575757578,2.274627050420069,2.3797486607261145,2.489949483089808,3.740437139044849,3.893355779235375,4.053166453274109,3.5612226921948555,3.736927476769935,3.9211992227481383
24.82828282828283,2.2666926578606925,2.3714475811872227,2.4812639991779712,3.79746892688488,3.952719172478714,4.114966537235015,3.487576275992824,3.659647469295483,3.8401084584433622
25.080808080808083,2.2536387695450673,2.357790409023267,2.4669743940060815,3.8509486937459676,4.008385329037609,4.172917623942926,3.419208367071753,3.5879064018423286,3.764829765001983
25.333333333333336,2.2354307321318427,2.338740889392974,2.44704273385249,3.900397945045323,4.059856192246493,4.226501212987614,3.3566584741449184,3.5222704015833157,3.695957185911312
25.58585858585859,2.212103237263197,2.314335317208513,2.4215069943653345,3.945386222809428,4.10668370590856,4.275250856798126,3.3003798432559814,3.46321507696551,3.633989782361207
25.83838383838384,2.1837609531323596,2.284683197890833,2.390481751915971,3.985536729382924,4.1484756679162595,4.318758254536994,3.250734335898752,3.411120143124944,3.5793259936324757
26.090909090909093,2.1505780191948545,2.2499667187290475,2.3541576304782015,4.020531120179708,4.18490071894232,4.356678445562182,3.207988823399527,3.3662656383737914,3.532259667015134
26.343434343434346,2.1127964070688043,2.2104390340299505,2.312799507366905,4.050113389607441,4.215692387230795,4.388734020244777,3.172313148659344,3.328829785378389,3.4929778135189116
26.5959595959596,2.0707231701178053,2.1664213875906975,2.2667435024588882,4.0740927896309636,4.2406521264788175,4.41471828254675,3.1437796793889676,3.2988885223515823,3.461560115948207
26.84848484848485,2.0247266232920884,2.1182991159917943,2.216392796407336,4.092345736799293,4.259651300827739,4.434497316490079,3.1223644496336256,3.2764167008983844,3.4379801858147547
27.101010101010104,1.9752315131882499,2.0665165954417337,2.1622123434861567,4.104816680661604,4.272632088782178,4.448010927178987,3.1079498591526935,3.261290918578554,3.4221085355767777
27.353535353535356,1.9227132556550495,2.0115712130744474,2.1047225637117446,4.11151792404386,4.2796072961390985,4.455272446050313,3.1003288735649277,3.253293926279979,3.413717203344503
27.60606060606061,1.8676913343206145,1.9540064603902578,2.044492116456673,4.112528403345674,4.280659086420093,4.456367409193816,3.099210642555395,3.252120523618568,3.412485938988291
27.85858585858586,1.8107219678656958,1.8944042616480636,1.9821298735869326,4.107991454540612,4.27593665554005,4.451451136572912,3.104227429310582,3.2573848302601167,3.4180098340168854
28.111111111111114,1.7523901664670376,1.8333766631982154,1.9182762239464504,4.0981116076191375,4.265652895198738,4.4407452584584,3.1149427221217363,3.268628797736624,3.429808253120163
28.363636363636367,1.6933013083651993,1.7715570207624514,1.853593852539732,4.0831504685070295,4.2500801064415,4.424533253043587,3.130860379158463,3.285331805407757,3.4473349033173504
28.61616161616162,1.6340723757890776,1.7095908303277458,1.788758146824969,4.063421762741696,4.229544840708386,4.403155075733814,3.1514346401099385,3.306921166059735,3.469988857597817
28.868686868686872,1.575322995350843,1.6481263544741949,1.7244473889681966,4.039285629131238,4.20442196020339,4.377000975711528,3.1760808240187193,3.332783351552405,3.497126334116382
29.12121212121212,1.5176664314076143,1.5878051994960067,1.661332896611894,4.011142264015898,4.175128022317049,4.346504608809109,3.204186521439606,3.362275737180545,3.5280730196811794
29.373737373737374,1.4617006817110767,1.5292529995376565,1.6000692756143804,3.979425027385476,4.142114103904304,4.312135567244677,3.2351230812352862,3.3947386552088363,3.5621367176608634
29.626262626262626,1.4079998229189445,1.4730703621392232,1.541284946303668,3.9445931307966666,4.105858190265183,4.274391456193067,3.268257188004567,3.4295075435110847,3.598620095685752
29.87878787878788,1.3571057492530136,1.4198242250975361,1.4855731000942347,3.907124033632569,4.066857260543952,4.233789654314164,3.30296232539963,3.465924974468415,3.6368333077033963
30.13131313131313,1.3095204408321643,1.3700397674811362,1.4334832359192347,3.8675056786407054,4.025619205836058,4.190858900122174,3.3386299234350805,3.503352352267952,3.6761062680831094
30.383838383838384,1.2656988891024397,1.3241930081099706,1.385513415962389,3.8262286998020105,3.9826547184948677,4.146130848372525,3.3746799942703025,3.541181073436921,3.7158003624875127
30.636363636363637,1.226042795488685,1.2827042129909934,1.3421033678067171,3.783778735387598,3.9384692909265295,4.100131740431063,3.4105710707424772,3.5788429557263037,3.7553193910151976
30.88888888888889,1.1908951460996127,1.2459322192938864,1.3036285455663061,3.740628976558975,3.8935554595578967,4.053374329879926,3.445809274966032,3.615819754139849,3.7941195534749292
31.141414141414142,1.1605357502617053,1.214169767698856,1.270395246085604,3.6972330771074104,3.848385424707903,4.006350199456589,3.4799563603635653,3.6516515997453833,3.831718304323447
31.393939393939394,1.1351778140989222,1.1876399176247452,1.242636858164786,3.6540185429951637,3.8034041698763237,3.9595225979099005,3.512636589269768,3.685944216608232,3.8677019254733094
31.646464646464647,1.114965602602599,1.1664936012517797,1.220511303314782,3.6113807113792005,3.759023194614575,3.913319915623866,3.543542329421823,3.7183747944031142,3.901731688489338
31.8989898989899,1.099973224958212,1.150808352712358,1.204099706099742,3.5696774179261395,3.7156149638268534,3.8681299060791114,3.5724382758440094,3.748696418599491,3.9335485032309667
32.151515151515156,1.090204558637439,1.1405882286750366,1.1934063110434432,3.5292244386579257,3.673508163266797,3.824294746601792,3.5991642294422332,3.7767409861473085,3.962975977313462
32.4040404040404,1.085594308259884,1.1357649161414183,1.1883596417257687,3.490291778522956,3.632983836375904,3.7821070166307234,3.6236363896092576,3.802420561857219,3.9899218393726423
32.65656565656566,1.0860101758177438,1.1362000029674866,1.1888148764467905,3.4531008636144525,3.5942724617126074,3.7418066551836087,3.645847144846586,3.8257271586920916,4.014377708522343
32.90909090909091,1.0912560998757415,1.141688366762767,1.1945573940582503,3.417822677725737,3.5575520133251652,3.7035789416140066,3.665863372364493,3.8467309534721488,4.036417222074131
33.161616161616166,1.101076503137335,1.1519626187572871,1.205307423616029,3.3845768670258654,3.5229470288241385,3.667553525430958,3.683823284354147,3.8655769775474207,4.056192563023409
33.41414141414141,1.1151614706226878,1.166698521288407,1.2207257127386406,3.353431819356014,3.4905286919206238,3.6338045122251654,3.6999318846649882,3.8824803493151623,4.073929457477347
33.66666666666667,1.133152764931506,1.1855212810582922,1.2404201122913436,3.3244057072902438,3.4603159181300023,3.6023515939376525,3.7144551245094024,3.897720141576752,4.089920739604835
33.91919191919192,1.1546505709378356,1.2080126055339526,1.2639529595522339,3.2974684669785193,3.432277414515132,3.5731621931492876,3.7277128691177324,3.9116320011792003,4.1045186073449
34.17171717171718,1.1792208500287993,1.2337183970612229,1.2908491286233874,3.2725446681951973,3.406334667069755,3.5461545730873953,3.7400708085706458,3.924599660741481,4.118125715567516
34.42424242424242,1.2064031738663612,1.2621569486628648,1.3206046057579874,3.2495172152436345,3.382365792925561,3.5212018479544565,3.7519314649683615,3.937045502132499,4.131185274226945
34.67676767676768,1.235718899795354,1.2928274972720755,1.3526954386748904,3.2282318036932267,3.360210179292031,3.498136812282643,3.7637244643247425,3.9494203483966706,4.1441703369166385
34.92929292929293,1.2666795445768597,1.32521898445693,1.3865869029725653,3.208502044606134,3.339673817174669,3.476757493585309,3.7758962548132615,3.9621926747153036,4.15757247981201
35.18181818181819,1.2987952101866593,1.3588188716160732,1.421742725536725,3.190115156180085,3.320535225706722,3.4568333198649115,3.7888994630086916,3.975837439503016,4.171890082016698
35.43434343434343,1.331582915032547,1.3931218562222196,1.4576342044135115,3.1728381127962533,3.302551852585869,3.4381117827685843,3.8031820863864865,3.990824743683071,4.18761642561508
35.68686868686869,1.364574686116655,1.427638337962771,1.4937490669980926,3.1564241334907908,3.285466827811067,3.420325468545797,3.819176723444483,4.007608529441257,4.20522783715006
35.93939393939394,1.3973252723589882,1.46190248853365,1.5295999135225486,3.1406193860042486,3.2690159418106677,3.4031993226078705,3.8372900423434446,4.026615529266732,4.22517209172972
36.1919191919192,1.4294193464223655,1.4954797862956992,1.5647321006253063,3.1251697789070563,3.2529347152473655,3.38645800952739,3.8578926849315325,4.04823467185791,4.247857296527508
36.44444444444444,1.460478071809914,1.5279738868697819,1.598730930108088,3.1098277129146337,3.2369654263443413,3.369833228815186,3.881309795492707,4.07280714357511,4.273641462154874
36.6969696969697,1.490164923577769,1.5590327128530044,1.631228020653232,3.094358663416232,3.220863962524725,3.353070847799215,3.907812352671498,4.10061729269697,4.302822958397184
36.94949494949495,1.518190664513061,1.5883536599701598,1.6619067550603304,3.0785474694303976,3.204406366475649,3.335937716385073,3.9376094689664005,4.131884548983688,4.335632035322305
37.20202020202021,1.5443173938332735,1.6156878328832303,1.6905067122065696,3.0622042096103352,3.187394952379747,3.318228034340601,3.9708418051971015,4.166756513225055,4.372223572067123
37.45454545454545,1.568361602099565,1.6408432412871532,1.7168270111465211,3.045169553458707,3.169663875901299,3.2997691499133994,4.007576227733614,4.205303350866193,4.412671194007187
37.70707070707071,1.5901961838119127,1.6636869055168026,1.7407285142250597,3.027319485440525,3.151084051432954,3.2804266789158976,4.047801814371578,4.2475136008194045,4.456962874896751
37.95959595959596,1.6097513777551609,1.6841458403510166,1.7621348564391468,3.008569311036899,3.131567321927196,3.2601088457159997,4.091427290930406,4.293291485588356,4.504998114352408
38.21212121212122,1.6270146242663643,1.702206905683566,1.7810322891937096,2.98887686676136,3.1110698001463546,3.2387699616354704,4.13827995535685,4.342455782288698,4.556586753202573
38.464646464646464,1.6420293478594647,1.7179155328869815,1.7974683476862316,2.9682448705359703,3.0895943151280996,3.2164129718355614,4.1881061197782925,4.3947402865115395,4.611449460224542
38.71717171717172,1.6548926927360583,1.731373355670228,1.8115493720547606,2.946722364343173,3.0671919138165897,3.193091018585651,4.240573074029768,4.449795872727613,4.669219894149316
38.96969696969697,1.6657522572954169,1.7427347936745063,1.8234369327676967,2.9244052174584456,3.043962384868568,3.168907986570023,4.295272547147369,4.507194126564983,4.729448515050661
39.22222222222223,1.6748018915078853,1.7522026556227785,1.833343230165033,2.901435675539531,3.0200537893082027,3.144018014277482,4.351725616653038,4.566432496309763,4.791607989871638
39.474747474747474,1.6822766376215792,1.7600228462118448,1.8415255562384798,2.8780009581018704,2.995661000663728,3.118623974214951,4.409388989618896,4.626940883867672,4.855100108393269
39.727272727272734,1.6884469098425894,1.7664782768071827,1.8482799233442395,2.8543309241427415,2.9710232751563277,3.09297494335983,4.467662554947294,4.688089569660985,4.919264098916324
39.97979797979798,1.6936120220973092,1.771882094091603,1.8539339792855707,2.8306948425852836,2.9464208901116464,3.0673627035883038,4.525898083466412,4.749198341972324,4.983386207782465
40.23232323232324,1.6980931845166836,1.7765703528828771,1.8588393408250379,2.8073973204997307,2.922170905716289,3.0421173294645483,4.583408931722471,4.80954667950579,5.046710384047966
40.484848484848484,1.702226098673626,1.7808942691609602,1.8633634879668002,2.784773457435976,2.8986221212471053,3.017601937438232,4.639480587112595,4.868384816799076,5.108449890542698
40.737373737373744,1.7063532886926251,1.785212196760767,1.8678813691080287,2.763183308397295,2.8761493116771075,2.9942066858802505,4.693381876569127,4.924945505925569,5.167799645553894
40.98989898989899,1.7108163100100877,1.7898814760613284,1.8727668722591417,2.743005750749189,2.8551468438478613,2.9723421292179806,4.744376648648808,4.978456274958306,5.223949085767593
41.24242424242424,1.715947979714107,1.7952503052516668,1.8783843198862378,2.724631861463693,2.8360217829585914,2.9524320414662677,4.7917357298185275,5.0281519741589165,5.276095331123094
41.494949494949495,1.7220647719951785,1.8016497843381973,1.8850801444943242,2.708457920351517,2.8191866097525575,2.934905834475969,4.834748950124079,5.073287394972803,5.323456426063796
41.74747474747475,1.7294595193021531,1.8093862789854982,1.8931748988546844,2.694878162167092,2.805051676309604,2.9201907040592228,4.872737031382115,5.1131497447646455,5.365284429414773
42.0,1.7383945543717885,1.8187342456055993,1.9029557488401443,2.6842774055559944,2.7940175336461013,2.9087036426601913,4.905063132586349,5.147070761855687,5.400878126825029
