,time,avg
0,21.0,28.942857142857143
1,21.0,27.037735849056602
2,21.0,24.873333333333335
3,25.0,42.704
4,25.0,33.318518518518516
5,25.0,27.68831168831169
6,29.0,20.697297297297297
7,29.0,21.24848484848485
8,29.0,19.391812865497077
9,33.0,21.79375
10,33.0,14.013422818791947
11,33.0,17.38961038961039
12,37.0,18.66875
13,37.0,19.58823529411765
14,37.0,22.14364640883978
15,41.0,26.33050847457627
16,41.0,29.010928961748633
17,41.0,24.6171875
